Time,eduroam-affiliate,eduroam-authenticated,eduroam-external,eduroam-staff,eduroam-student-other,eduroam-student-research-postgrad,eduroam-student-taught-postgrad,eduroam-student-undergrad,eduroam-visitor,All,Eduroam
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,#DIV/0!
