Time,Quads Limetree Bar,Bar,Quads LImetree Central Column,CentralColumn,Quads LImetree Salad Bar,SaladBar,Quads Limetree Hot Food Counter,HotCounter,Quads Limetree Pizza Counter,PizzaCounter,Mean,MovingAve5,MovingAve20,CO2Average,MovingAve500
13/04/2022 17:58,368 ppm,368,358 ppm,358,364 ppm,364,366 ppm,366,369 ppm,369,365,369,380,385,400
13/04/2022 18:00,359 ppm,359,380 ppm,380,381 ppm,381,367 ppm,367,417 ppm,417,381,368,380,384,400
13/04/2022 18:02,366 ppm,366,362 ppm,362,399 ppm,399,360 ppm,360,368 ppm,368,371,370,381,384,400
13/04/2022 18:04,356 ppm,356,366 ppm,366,394 ppm,394,361 ppm,361,362 ppm,362,368,370,380,382,400
13/04/2022 18:06,364 ppm,364,367 ppm,367,363 ppm,363,364 ppm,364,386 ppm,386,369,371,380,382,400
13/04/2022 18:08,363 ppm,363,407 ppm,407,359 ppm,359,361 ppm,361,393 ppm,393,377,373,380,382,400
13/04/2022 18:10,364 ppm,364,876 ppm,876,360 ppm,360,363 ppm,363,379 ppm,379,468,391,385,384,400
13/04/2022 18:12,356 ppm,356,797 ppm,797,487 ppm,487,366 ppm,366,377 ppm,377,477,412,391,386,400
13/04/2022 18:14,360 ppm,360,569 ppm,569,641 ppm,641,358 ppm,358,444 ppm,444,474,433,395,387,401
13/04/2022 18:16,365 ppm,365,523 ppm,523,573 ppm,573,361 ppm,361,386 ppm,386,442,448,396,387,401
13/04/2022 18:18,361 ppm,361,394 ppm,394,456 ppm,456,366 ppm,366,375 ppm,375,390,450,396,387,401
13/04/2022 18:20,366 ppm,366,364 ppm,364,472 ppm,472,362 ppm,362,459 ppm,459,405,438,396,386,401
13/04/2022 18:22,361 ppm,361,412 ppm,412,447 ppm,447,366 ppm,366,546 ppm,546,426,427,399,387,401
13/04/2022 18:24,365 ppm,365,381 ppm,381,367 ppm,367,357 ppm,357,499 ppm,499,394,411,398,387,401
13/04/2022 18:26,358 ppm,358,380 ppm,380,368 ppm,368,361 ppm,361,457 ppm,457,385,400,398,387,401
13/04/2022 18:28,360 ppm,360,361 ppm,361,360 ppm,360,366 ppm,366,398 ppm,398,369,396,397,386,401
13/04/2022 18:30,362 ppm,362,366 ppm,366,380 ppm,380,363 ppm,363,368 ppm,368,368,388,396,385,401
13/04/2022 18:32,359 ppm,359,364 ppm,364,364 ppm,364,363 ppm,363,364 ppm,364,363,376,396,384,400
13/04/2022 18:34,367 ppm,367,359 ppm,359,365 ppm,365,361 ppm,361,421 ppm,421,375,372,397,384,400
13/04/2022 18:36,359 ppm,359,365 ppm,365,362 ppm,362,358 ppm,358,371 ppm,371,363,367,396,384,400
13/04/2022 18:38,367 ppm,367,364 ppm,364,361 ppm,361,367 ppm,367,358 ppm,358,363,366,396,384,400
13/04/2022 18:40,365 ppm,365,440 ppm,440,372 ppm,372,367 ppm,367,361 ppm,361,381,369,396,384,400
13/04/2022 18:42,366 ppm,366,423 ppm,423,378 ppm,378,358 ppm,358,364 ppm,364,378,372,397,384,400
13/04/2022 18:44,368 ppm,368,365 ppm,365,365 ppm,365,365 ppm,365,365 ppm,365,366,370,397,384,400
13/04/2022 18:46,363 ppm,363,362 ppm,362,367 ppm,367,358 ppm,358,362 ppm,362,362,370,396,384,400
13/04/2022 18:48,364 ppm,364,385 ppm,385,373 ppm,373,363 ppm,363,360 ppm,360,369,371,396,384,400
13/04/2022 18:50,364 ppm,364,365 ppm,365,378 ppm,378,361 ppm,361,394 ppm,394,372,369,391,384,400
13/04/2022 18:52,363 ppm,363,358 ppm,358,362 ppm,362,357 ppm,357,399 ppm,399,368,367,386,384,400
13/04/2022 18:54,362 ppm,362,392 ppm,392,364 ppm,364,367 ppm,367,383 ppm,383,374,369,381,385,400
13/04/2022 18:56,364 ppm,364,358 ppm,358,357 ppm,357,365 ppm,365,365 ppm,365,362,369,377,384,400
13/04/2022 18:58,356 ppm,356,363 ppm,363,366 ppm,366,367 ppm,367,367 ppm,367,364,368,375,384,400
13/04/2022 19:00,364 ppm,364,358 ppm,358,365 ppm,365,367 ppm,367,359 ppm,359,363,366,373,384,400
13/04/2022 19:02,358 ppm,358,358 ppm,358,367 ppm,367,363 ppm,363,371 ppm,371,363,365,370,384,400
13/04/2022 19:04,362 ppm,362,363 ppm,363,389 ppm,389,366 ppm,366,363 ppm,363,369,364,369,384,400
13/04/2022 19:06,358 ppm,358,361 ppm,361,359 ppm,359,356 ppm,356,365 ppm,365,360,364,368,384,399
13/04/2022 19:08,357 ppm,357,364 ppm,364,372 ppm,372,357 ppm,357,382 ppm,382,366,364,367,384,399
13/04/2022 19:10,365 ppm,365,359 ppm,359,371 ppm,371,357 ppm,357,469 ppm,469,384,368,368,384,399
13/04/2022 19:12,364 ppm,364,365 ppm,365,376 ppm,376,364 ppm,364,411 ppm,411,376,371,369,384,399
13/04/2022 19:14,357 ppm,357,365 ppm,365,357 ppm,357,362 ppm,362,358 ppm,358,360,369,368,384,399
13/04/2022 19:16,363 ppm,363,366 ppm,366,403 ppm,403,363 ppm,363,364 ppm,364,372,372,369,383,399
13/04/2022 19:18,361 ppm,361,360 ppm,360,383 ppm,383,361 ppm,361,363 ppm,363,366,371,369,382,399
13/04/2022 19:20,365 ppm,365,358 ppm,358,371 ppm,371,361 ppm,361,365 ppm,365,364,367,368,381,399
13/04/2022 19:22,360 ppm,360,374 ppm,374,363 ppm,363,357 ppm,357,362 ppm,362,363,365,367,381,399
13/04/2022 19:24,359 ppm,359,373 ppm,373,367 ppm,367,367 ppm,367,359 ppm,359,365,366,367,380,399
13/04/2022 19:26,364 ppm,364,357 ppm,357,361 ppm,361,366 ppm,366,362 ppm,362,362,364,367,380,399
13/04/2022 19:28,367 ppm,367,369 ppm,369,382 ppm,382,366 ppm,366,362 ppm,362,369,365,367,379,399
13/04/2022 19:30,359 ppm,359,356 ppm,356,361 ppm,361,364 ppm,364,411 ppm,411,370,366,367,379,399
13/04/2022 19:32,363 ppm,363,369 ppm,369,366 ppm,366,364 ppm,364,363 ppm,363,365,366,367,379,399
13/04/2022 19:34,404 ppm,404,364 ppm,364,377 ppm,377,359 ppm,359,365 ppm,365,374,368,367,379,399
13/04/2022 19:36,405 ppm,405,367 ppm,367,367 ppm,367,361 ppm,361,413 ppm,413,383,372,368,380,399
13/04/2022 19:38,357 ppm,357,359 ppm,359,360 ppm,360,363 ppm,363,697 ppm,697,427,384,371,381,399
13/04/2022 19:40,364 ppm,364,456 ppm,456,374 ppm,374,366 ppm,366,534 ppm,534,419,393,374,382,399
13/04/2022 19:42,361 ppm,361,488 ppm,488,556 ppm,556,364 ppm,364,378 ppm,378,429,406,377,383,399
13/04/2022 19:44,361 ppm,361,434 ppm,434,514 ppm,514,366 ppm,366,363 ppm,363,408,413,379,384,399
13/04/2022 19:46,362 ppm,362,498 ppm,498,778 ppm,778,358 ppm,358,369 ppm,369,473,431,385,386,399
13/04/2022 19:48,387 ppm,387,482 ppm,482,614 ppm,614,361 ppm,361,365 ppm,365,442,434,389,387,399
13/04/2022 19:50,439 ppm,439,545 ppm,545,475 ppm,475,373 ppm,373,363 ppm,363,439,438,391,386,399
13/04/2022 19:52,418 ppm,418,434 ppm,434,439 ppm,439,362 ppm,362,361 ppm,361,403,433,393,385,399
13/04/2022 19:54,367 ppm,367,371 ppm,371,403 ppm,403,360 ppm,360,367 ppm,367,374,426,393,383,399
13/04/2022 19:56,364 ppm,364,368 ppm,368,356 ppm,356,361 ppm,361,368 ppm,368,363,404,393,381,399
13/04/2022 19:58,393 ppm,393,361 ppm,361,365 ppm,365,358 ppm,358,359 ppm,359,367,389,393,381,399
13/04/2022 20:00,365 ppm,365,373 ppm,373,368 ppm,368,368 ppm,368,377 ppm,377,370,375,393,380,399
13/04/2022 20:02,361 ppm,361,366 ppm,366,362 ppm,362,359 ppm,359,365 ppm,365,363,367,393,379,399
13/04/2022 20:04,363 ppm,363,379 ppm,379,365 ppm,365,363 ppm,363,356 ppm,356,365,366,393,378,399
13/04/2022 20:06,365 ppm,365,358 ppm,358,360 ppm,360,361 ppm,361,362 ppm,362,361,365,393,378,399
13/04/2022 20:08,359 ppm,359,358 ppm,358,365 ppm,365,367 ppm,367,361 ppm,361,362,364,393,378,398
13/04/2022 20:10,368 ppm,368,368 ppm,368,370 ppm,370,366 ppm,366,387 ppm,387,372,365,393,378,398
13/04/2022 20:12,360 ppm,360,364 ppm,364,361 ppm,361,357 ppm,357,391 ppm,391,367,365,393,378,398
13/04/2022 20:14,432 ppm,432,365 ppm,365,364 ppm,364,362 ppm,362,398 ppm,398,384,369,394,378,398
13/04/2022 20:16,432 ppm,432,359 ppm,359,368 ppm,368,362 ppm,362,415 ppm,415,387,374,394,379,398
13/04/2022 20:18,432 ppm,432,367 ppm,367,366 ppm,366,365 ppm,365,361 ppm,361,378,378,391,379,398
13/04/2022 20:20,432 ppm,432,372 ppm,372,366 ppm,366,368 ppm,368,359 ppm,359,379,379,389,379,398
13/04/2022 20:22,432 ppm,432,365 ppm,365,426 ppm,426,364 ppm,364,378 ppm,378,393,384,388,379,398
13/04/2022 20:24,432 ppm,432,366 ppm,366,390 ppm,390,362 ppm,362,379 ppm,379,386,385,386,380,398
13/04/2022 20:26,432 ppm,432,366 ppm,366,366 ppm,366,360 ppm,360,387 ppm,387,382,384,382,380,398
13/04/2022 20:28,432 ppm,432,363 ppm,363,389 ppm,389,358 ppm,358,382 ppm,382,385,385,379,380,398
13/04/2022 20:30,432 ppm,432,359 ppm,359,364 ppm,364,358 ppm,358,363 ppm,363,375,384,376,380,398
13/04/2022 20:32,432 ppm,432,358 ppm,358,362 ppm,362,359 ppm,359,379 ppm,379,378,381,375,380,398
13/04/2022 20:34,432 ppm,432,357 ppm,357,375 ppm,375,358 ppm,358,364 ppm,364,377,379,375,381,398
13/04/2022 20:36,432 ppm,432,366 ppm,366,366 ppm,366,358 ppm,358,360 ppm,360,376,378,375,381,398
13/04/2022 20:38,432 ppm,432,358 ppm,358,385 ppm,385,358 ppm,358,361 ppm,361,379,377,376,381,398
13/04/2022 20:40,432 ppm,432,366 ppm,366,364 ppm,364,359 ppm,359,366 ppm,366,377,378,376,381,398
13/04/2022 20:42,432 ppm,432,364 ppm,364,415 ppm,415,362 ppm,362,368 ppm,368,388,380,378,382,398
13/04/2022 20:44,432 ppm,432,362 ppm,362,372 ppm,372,366 ppm,366,396 ppm,396,386,381,379,382,398
13/04/2022 20:46,432 ppm,432,356 ppm,356,387 ppm,387,365 ppm,365,363 ppm,363,381,382,380,383,398
13/04/2022 20:48,432 ppm,432,383 ppm,383,422 ppm,422,366 ppm,366,356 ppm,356,392,385,381,383,398
13/04/2022 20:50,432 ppm,432,363 ppm,363,390 ppm,390,366 ppm,366,364 ppm,364,383,386,382,383,398
13/04/2022 20:52,432 ppm,432,408 ppm,408,375 ppm,375,363 ppm,363,364 ppm,364,388,386,383,383,398
13/04/2022 20:54,432 ppm,432,362 ppm,362,360 ppm,360,367 ppm,367,359 ppm,359,376,384,382,384,397
13/04/2022 20:56,432 ppm,432,362 ppm,362,379 ppm,379,365 ppm,365,367 ppm,367,381,384,382,384,397
13/04/2022 20:58,432 ppm,432,360 ppm,360,376 ppm,376,360 ppm,360,358 ppm,358,377,381,382,384,397
13/04/2022 21:00,432 ppm,432,374 ppm,374,363 ppm,363,361 ppm,361,361 ppm,361,378,380,382,384,397
13/04/2022 21:02,432 ppm,432,366 ppm,366,379 ppm,379,362 ppm,362,357 ppm,357,379,378,381,385,397
13/04/2022 21:04,432 ppm,432,364 ppm,364,369 ppm,369,363 ppm,363,367 ppm,367,379,379,381,385,397
13/04/2022 21:06,432 ppm,432,361 ppm,361,367 ppm,367,363 ppm,363,366 ppm,366,378,378,381,385,397
13/04/2022 21:08,432 ppm,432,359 ppm,359,365 ppm,365,366 ppm,366,399 ppm,399,384,380,381,386,397
13/04/2022 21:10,432 ppm,432,358 ppm,358,361 ppm,361,367 ppm,367,364 ppm,364,376,379,381,386,397
13/04/2022 21:12,432 ppm,432,359 ppm,359,384 ppm,384,367 ppm,367,367 ppm,367,382,380,381,386,397
13/04/2022 21:14,432 ppm,432,365 ppm,365,371 ppm,371,359 ppm,359,364 ppm,364,378,380,381,386,397
13/04/2022 21:16,432 ppm,432,360 ppm,360,370 ppm,370,360 ppm,360,358 ppm,358,376,379,381,386,397
13/04/2022 21:18,432 ppm,432,360 ppm,360,361 ppm,361,360 ppm,360,360 ppm,360,375,377,381,385,397
13/04/2022 21:20,432 ppm,432,365 ppm,365,361 ppm,361,361 ppm,361,360 ppm,360,376,377,381,384,397
13/04/2022 21:22,432 ppm,432,363 ppm,363,367 ppm,367,356 ppm,356,361 ppm,361,376,376,380,383,397
13/04/2022 21:24,432 ppm,432,365 ppm,365,357 ppm,357,360 ppm,360,370 ppm,370,377,376,380,382,397
13/04/2022 21:26,432 ppm,432,359 ppm,359,375 ppm,375,362 ppm,362,356 ppm,356,377,376,379,381,397
13/04/2022 21:28,432 ppm,432,356 ppm,356,373 ppm,373,361 ppm,361,365 ppm,365,377,377,379,379,397
13/04/2022 21:30,432 ppm,432,365 ppm,365,362 ppm,362,361 ppm,361,388 ppm,388,382,378,379,378,397
13/04/2022 21:32,432 ppm,432,358 ppm,358,365 ppm,365,360 ppm,360,393 ppm,393,382,379,378,378,397
13/04/2022 21:34,432 ppm,432,367 ppm,367,363 ppm,363,359 ppm,359,357 ppm,357,376,379,378,378,397
13/04/2022 21:36,432 ppm,432,356 ppm,356,365 ppm,365,361 ppm,361,359 ppm,359,375,378,378,378,397
13/04/2022 21:38,432 ppm,432,366 ppm,366,372 ppm,372,359 ppm,359,358 ppm,358,377,378,378,378,397
13/04/2022 21:40,432 ppm,432,362 ppm,362,367 ppm,367,357 ppm,357,363 ppm,363,376,377,378,378,396
13/04/2022 21:42,432 ppm,432,364 ppm,364,379 ppm,379,360 ppm,360,365 ppm,365,380,377,378,379,396
13/04/2022 21:44,432 ppm,432,369 ppm,369,368 ppm,368,357 ppm,357,359 ppm,359,377,377,378,379,396
13/04/2022 21:46,432 ppm,432,360 ppm,360,366 ppm,366,359 ppm,359,358 ppm,358,375,377,378,379,396
13/04/2022 21:48,432 ppm,432,361 ppm,361,368 ppm,368,360 ppm,360,359 ppm,359,376,377,377,379,396
13/04/2022 21:50,432 ppm,432,362 ppm,362,397 ppm,397,358 ppm,358,361 ppm,361,382,378,378,380,396
13/04/2022 21:52,432 ppm,432,366 ppm,366,400 ppm,400,360 ppm,360,363 ppm,363,384,379,378,380,396
13/04/2022 21:54,432 ppm,432,360 ppm,360,364 ppm,364,359 ppm,359,364 ppm,364,376,379,378,380,396
13/04/2022 21:56,432 ppm,432,366 ppm,366,371 ppm,371,362 ppm,362,374 ppm,374,381,380,378,380,396
13/04/2022 21:58,432 ppm,432,362 ppm,362,376 ppm,376,362 ppm,362,379 ppm,379,382,381,378,380,396
13/04/2022 22:00,432 ppm,432,380 ppm,380,371 ppm,371,358 ppm,358,364 ppm,364,381,381,378,380,396
13/04/2022 22:02,432 ppm,432,377 ppm,377,368 ppm,368,361 ppm,361,362 ppm,362,380,380,379,380,396
13/04/2022 22:04,432 ppm,432,361 ppm,361,360 ppm,360,361 ppm,361,381 ppm,381,379,381,379,379,396
13/04/2022 22:06,432 ppm,432,365 ppm,365,388 ppm,388,358 ppm,358,409 ppm,409,390,383,379,380,396
13/04/2022 22:08,432 ppm,432,359 ppm,359,361 ppm,361,360 ppm,360,423 ppm,423,387,383,380,380,396
13/04/2022 22:10,432 ppm,432,358 ppm,358,373 ppm,373,368 ppm,368,445 ppm,445,395,386,381,380,396
13/04/2022 22:12,432 ppm,432,357 ppm,357,361 ppm,361,359 ppm,359,422 ppm,422,386,388,381,380,396
13/04/2022 22:14,432 ppm,432,360 ppm,360,368 ppm,368,359 ppm,359,407 ppm,407,385,389,381,380,396
13/04/2022 22:16,432 ppm,432,364 ppm,364,368 ppm,368,363 ppm,363,420 ppm,420,389,389,382,381,396
13/04/2022 22:18,432 ppm,432,359 ppm,359,366 ppm,366,358 ppm,358,407 ppm,407,384,388,382,381,396
13/04/2022 22:20,432 ppm,432,357 ppm,357,366 ppm,366,365 ppm,365,376 ppm,376,379,385,383,381,396
13/04/2022 22:22,432 ppm,432,363 ppm,363,363 ppm,363,366 ppm,366,365 ppm,365,378,383,382,381,396
13/04/2022 22:24,432 ppm,432,358 ppm,358,368 ppm,368,360 ppm,360,368 ppm,368,377,382,382,380,396
13/04/2022 22:26,432 ppm,432,360 ppm,360,366 ppm,366,362 ppm,362,362 ppm,362,376,379,382,380,396
13/04/2022 22:28,432 ppm,432,360 ppm,360,372 ppm,372,362 ppm,362,359 ppm,359,377,378,383,380,396
13/04/2022 22:30,432 ppm,432,362 ppm,362,368 ppm,368,366 ppm,366,361 ppm,361,378,377,382,380,396
13/04/2022 22:32,432 ppm,432,360 ppm,360,358 ppm,358,364 ppm,364,367 ppm,367,376,377,382,380,395
13/04/2022 22:34,432 ppm,432,359 ppm,359,363 ppm,363,357 ppm,357,366 ppm,366,375,377,382,380,395
13/04/2022 22:36,432 ppm,432,360 ppm,360,372 ppm,372,363 ppm,363,367 ppm,367,379,377,382,380,395
13/04/2022 22:38,432 ppm,432,364 ppm,364,360 ppm,360,365 ppm,365,364 ppm,364,377,377,382,380,395
13/04/2022 22:40,432 ppm,432,362 ppm,362,359 ppm,359,367 ppm,367,361 ppm,361,376,377,381,380,395
13/04/2022 22:42,432 ppm,432,365 ppm,365,366 ppm,366,361 ppm,361,361 ppm,361,377,377,381,379,395
13/04/2022 22:44,432 ppm,432,362 ppm,362,363 ppm,363,360 ppm,360,359 ppm,359,375,377,381,379,395
13/04/2022 22:46,432 ppm,432,358 ppm,358,363 ppm,363,365 ppm,365,367 ppm,367,377,376,380,379,395
13/04/2022 22:48,432 ppm,432,362 ppm,362,359 ppm,359,364 ppm,364,366 ppm,366,377,376,380,379,395
13/04/2022 22:50,432 ppm,432,361 ppm,361,368 ppm,368,358 ppm,358,364 ppm,364,377,376,379,379,395
13/04/2022 22:52,432 ppm,432,358 ppm,358,362 ppm,362,360 ppm,360,368 ppm,368,376,376,378,379,395
13/04/2022 22:54,432 ppm,432,361 ppm,361,363 ppm,363,361 ppm,361,358 ppm,358,375,376,378,379,395
13/04/2022 22:56,432 ppm,432,361 ppm,361,368 ppm,368,362 ppm,362,361 ppm,361,377,376,377,379,395
13/04/2022 22:58,432 ppm,432,364 ppm,364,361 ppm,361,362 ppm,362,360 ppm,360,376,376,377,379,395
13/04/2022 23:00,432 ppm,432,366 ppm,366,362 ppm,362,366 ppm,366,365 ppm,365,378,376,377,379,395
